[ AI-Rank-Log  4/ 8 18: 2: 7.412 ]load_data, checksum: e753a469e46c13dcb99114b2202c2a0c
[ AI-Rank-Log  4/ 8 18:16:48.206 ]sampleid: 000000199977.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:49. 36 ]sampleid: 000000200152.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:49.880 ]sampleid: 000000200162.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:50.714 ]sampleid: 000000200252.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:51.549 ]sampleid: 000000200421.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:52.386 ]sampleid: 000000200667.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:53.236 ]sampleid: 000000200839.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:54. 71 ]sampleid: 000000200961.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:54.899 ]sampleid: 000000201025.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:55.729 ]sampleid: 000000201072.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:56.562 ]sampleid: 000000201148.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:57.400 ]sampleid: 000000201418.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:58.244 ]sampleid: 000000201426.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:59. 75 ]sampleid: 000000201646.jpg, result=true
[ AI-Rank-Log  4/ 8 18:16:59.905 ]sampleid: 000000201676.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 0.729 ]sampleid: 000000201775.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 1.566 ]sampleid: 000000201934.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 2.395 ]sampleid: 000000202001.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 3.234 ]sampleid: 000000202228.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 4. 84 ]sampleid: 000000202339.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 4.906 ]sampleid: 000000202445.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 5.743 ]sampleid: 000000203095.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 6.605 ]sampleid: 000000203294.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 7.447 ]sampleid: 000000203317.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 8.284 ]sampleid: 000000203389.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 9.119 ]sampleid: 000000203488.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17: 9.966 ]sampleid: 000000203546.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:10.815 ]sampleid: 000000203580.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:11.681 ]sampleid: 000000203629.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:12.537 ]sampleid: 000000203639.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:13.410 ]sampleid: 000000203864.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:14.256 ]sampleid: 000000203931.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:15.134 ]sampleid: 000000204186.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:16.  0 ]sampleid: 000000204329.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:16.847 ]sampleid: 000000204871.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:17.692 ]sampleid: 000000205105.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:18.541 ]sampleid: 000000205282.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:19.407 ]sampleid: 000000205289.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:20.250 ]sampleid: 000000205324.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:21. 84 ]sampleid: 000000205333.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:21.919 ]sampleid: 000000205401.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:22.760 ]sampleid: 000000205514.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:23.609 ]sampleid: 000000205542.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:24.451 ]sampleid: 000000205647.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:25.294 ]sampleid: 000000205776.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:26.170 ]sampleid: 000000205834.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:27. 20 ]sampleid: 000000206025.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:27.889 ]sampleid: 000000206027.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:28.731 ]sampleid: 000000206135.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:29.573 ]sampleid: 000000206218.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:30.445 ]sampleid: 000000206271.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:31.290 ]sampleid: 000000206411.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:32.148 ]sampleid: 000000206487.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:33.  6 ]sampleid: 000000206579.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:33.849 ]sampleid: 000000206831.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:34.700 ]sampleid: 000000206838.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:35.582 ]sampleid: 000000206994.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:36.440 ]sampleid: 000000207306.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:37.289 ]sampleid: 000000207538.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:38.147 ]sampleid: 000000207585.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:39.  9 ]sampleid: 000000207728.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:39.863 ]sampleid: 000000207844.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:40.741 ]sampleid: 000000208208.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:41.612 ]sampleid: 000000208363.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:42.488 ]sampleid: 000000208423.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:43.347 ]sampleid: 000000208901.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:44.226 ]sampleid: 000000209142.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:45.104 ]sampleid: 000000209222.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:45.969 ]sampleid: 000000209530.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:46.832 ]sampleid: 000000209613.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:47.695 ]sampleid: 000000209747.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:48.578 ]sampleid: 000000209753.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:49.465 ]sampleid: 000000209757.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:50.342 ]sampleid: 000000209829.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:51.210 ]sampleid: 000000209972.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:52. 64 ]sampleid: 000000210030.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:52.917 ]sampleid: 000000210032.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:53.769 ]sampleid: 000000210099.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:54.628 ]sampleid: 000000210230.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:55.499 ]sampleid: 000000210273.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:56.385 ]sampleid: 000000210299.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:57.244 ]sampleid: 000000210388.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:58.122 ]sampleid: 000000210394.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:58.990 ]sampleid: 000000210502.jpg, result=true
[ AI-Rank-Log  4/ 8 18:17:59.873 ]sampleid: 000000210520.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 0.739 ]sampleid: 000000210708.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 1.623 ]sampleid: 000000210789.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 2.507 ]sampleid: 000000210855.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 3.396 ]sampleid: 000000210915.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 4.267 ]sampleid: 000000211042.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 5.148 ]sampleid: 000000211069.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 6. 26 ]sampleid: 000000211120.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 6.907 ]sampleid: 000000211674.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 7.770 ]sampleid: 000000211825.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 8.637 ]sampleid: 000000212072.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18: 9.525 ]sampleid: 000000212166.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:10.390 ]sampleid: 000000212226.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:11.271 ]sampleid: 000000212453.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:12.157 ]sampleid: 000000212559.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:13. 43 ]sampleid: 000000212573.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:13.901 ]sampleid: 000000212800.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:14.770 ]sampleid: 000000212895.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:15.646 ]sampleid: 000000213033.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:16.512 ]sampleid: 000000213035.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:17.390 ]sampleid: 000000213086.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:18.278 ]sampleid: 000000213171.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:19.157 ]sampleid: 000000213224.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:20. 36 ]sampleid: 000000213255.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:20.903 ]sampleid: 000000213422.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:21.774 ]sampleid: 000000213445.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:22.670 ]sampleid: 000000213547.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:23.556 ]sampleid: 000000213593.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:24.455 ]sampleid: 000000213605.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:25.360 ]sampleid: 000000213816.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:26.251 ]sampleid: 000000213830.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:27.122 ]sampleid: 000000213935.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:28.  1 ]sampleid: 000000214192.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:28.891 ]sampleid: 000000214200.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:29.765 ]sampleid: 000000214205.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:30.648 ]sampleid: 000000214224.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:31.530 ]sampleid: 000000214539.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:32.404 ]sampleid: 000000214703.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:33.284 ]sampleid: 000000214720.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:34.166 ]sampleid: 000000214753.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:35. 44 ]sampleid: 000000214869.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:35.917 ]sampleid: 000000215072.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:36.805 ]sampleid: 000000215114.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:37.696 ]sampleid: 000000215245.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:38.590 ]sampleid: 000000215259.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:39.479 ]sampleid: 000000215644.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:40.369 ]sampleid: 000000215723.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:41.249 ]sampleid: 000000215778.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:42.119 ]sampleid: 000000216277.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:43.  9 ]sampleid: 000000216296.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:43.892 ]sampleid: 000000216419.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:44.770 ]sampleid: 000000216497.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:45.655 ]sampleid: 000000216516.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:46.569 ]sampleid: 000000216636.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:47.450 ]sampleid: 000000216739.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:48.342 ]sampleid: 000000217060.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:49.246 ]sampleid: 000000217219.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:50.147 ]sampleid: 000000217285.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:51. 46 ]sampleid: 000000217400.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:51.917 ]sampleid: 000000217425.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:52.811 ]sampleid: 000000217614.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:53.709 ]sampleid: 000000217753.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:54.605 ]sampleid: 000000217872.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:55.501 ]sampleid: 000000217948.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:56.424 ]sampleid: 000000217957.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:57.330 ]sampleid: 000000218091.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:58.207 ]sampleid: 000000218249.jpg, result=true
[ AI-Rank-Log  4/ 8 18:18:59. 97 ]sampleid: 000000218362.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 0.  8 ]sampleid: 000000218424.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 0.899 ]sampleid: 000000218439.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 1.803 ]sampleid: 000000218997.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 2.696 ]sampleid: 000000219271.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 3.605 ]sampleid: 000000219283.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 4.500 ]sampleid: 000000219440.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 5.411 ]sampleid: 000000219485.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 6.306 ]sampleid: 000000219578.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 7.206 ]sampleid: 000000220310.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 8. 79 ]sampleid: 000000220584.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 8.962 ]sampleid: 000000220732.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19: 9.870 ]sampleid: 000000220764.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:10.784 ]sampleid: 000000220858.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:11.724 ]sampleid: 000000221017.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:12.637 ]sampleid: 000000221155.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:13.555 ]sampleid: 000000221213.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:14.467 ]sampleid: 000000221281.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:15.381 ]sampleid: 000000221291.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:16.299 ]sampleid: 000000221502.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:17.218 ]sampleid: 000000221693.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:18.146 ]sampleid: 000000221708.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:19. 64 ]sampleid: 000000221754.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:19.980 ]sampleid: 000000221872.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:20.896 ]sampleid: 000000222094.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:21.786 ]sampleid: 000000222118.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:22.720 ]sampleid: 000000222235.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:23.637 ]sampleid: 000000222299.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:24.544 ]sampleid: 000000222317.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:25.470 ]sampleid: 000000222455.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:26.391 ]sampleid: 000000222458.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:27.299 ]sampleid: 000000222559.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:28.216 ]sampleid: 000000222735.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:29.145 ]sampleid: 000000222825.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:30. 72 ]sampleid: 000000222863.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:30.990 ]sampleid: 000000222991.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:31.919 ]sampleid: 000000223090.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:32.832 ]sampleid: 000000223130.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:33.762 ]sampleid: 000000223182.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:34.678 ]sampleid: 000000223188.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:35.598 ]sampleid: 000000223738.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:36.504 ]sampleid: 000000223747.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:37.429 ]sampleid: 000000223789.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:38.345 ]sampleid: 000000223955.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:39.273 ]sampleid: 000000223959.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:40.195 ]sampleid: 000000224051.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:41.111 ]sampleid: 000000224093.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:42. 31 ]sampleid: 000000224119.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:42.931 ]sampleid: 000000224200.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:43.859 ]sampleid: 000000224222.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:44.789 ]sampleid: 000000224337.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:45.721 ]sampleid: 000000224664.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:46.619 ]sampleid: 000000224675.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:47.553 ]sampleid: 000000224724.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:48.471 ]sampleid: 000000224807.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:49.394 ]sampleid: 000000225184.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:50.315 ]sampleid: 000000225405.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:51.237 ]sampleid: 000000225532.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:52.150 ]sampleid: 000000225670.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:53. 67 ]sampleid: 000000225757.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:53.997 ]sampleid: 000000225946.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:54.906 ]sampleid: 000000226058.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:55.806 ]sampleid: 000000226111.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:56.737 ]sampleid: 000000226130.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:57.672 ]sampleid: 000000226147.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:58.600 ]sampleid: 000000226154.jpg, result=true
[ AI-Rank-Log  4/ 8 18:19:59.523 ]sampleid: 000000226171.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 0.450 ]sampleid: 000000226408.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 1.361 ]sampleid: 000000226417.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 2.279 ]sampleid: 000000226592.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 3.205 ]sampleid: 000000226662.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 4.120 ]sampleid: 000000226802.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 5. 49 ]sampleid: 000000226883.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 5.967 ]sampleid: 000000226903.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 6.893 ]sampleid: 000000226984.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 7.809 ]sampleid: 000000227044.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 8.741 ]sampleid: 000000227187.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20: 9.691 ]sampleid: 000000227399.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:10.621 ]sampleid: 000000227478.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:11.561 ]sampleid: 000000227482.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:12.487 ]sampleid: 000000227491.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:13.410 ]sampleid: 000000227511.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:14.338 ]sampleid: 000000227686.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:15.286 ]sampleid: 000000227765.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:16.210 ]sampleid: 000000227898.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:17.137 ]sampleid: 000000227985.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:18. 81 ]sampleid: 000000228144.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:19. 11 ]sampleid: 000000228214.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:19.923 ]sampleid: 000000228436.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:20.851 ]sampleid: 000000228771.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:21.780 ]sampleid: 000000228942.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:22.736 ]sampleid: 000000228981.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:23.681 ]sampleid: 000000229111.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:24.617 ]sampleid: 000000229216.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:25.563 ]sampleid: 000000229221.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:26.486 ]sampleid: 000000229311.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:27.417 ]sampleid: 000000229358.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:28.370 ]sampleid: 000000229553.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:29.300 ]sampleid: 000000229601.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:30.249 ]sampleid: 000000229659.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:31.187 ]sampleid: 000000229747.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:32.135 ]sampleid: 000000229753.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:33. 97 ]sampleid: 000000229849.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:34. 56 ]sampleid: 000000229858.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:35.  6 ]sampleid: 000000229948.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:35.923 ]sampleid: 000000229997.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:36.854 ]sampleid: 000000230008.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:37.824 ]sampleid: 000000230166.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:38.777 ]sampleid: 000000230362.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:39.739 ]sampleid: 000000230450.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:40.692 ]sampleid: 000000230819.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:41.640 ]sampleid: 000000230983.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:42.588 ]sampleid: 000000230993.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:43.544 ]sampleid: 000000231088.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:44.496 ]sampleid: 000000231097.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:45.454 ]sampleid: 000000231125.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:46.400 ]sampleid: 000000231169.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:47.325 ]sampleid: 000000231237.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:48.267 ]sampleid: 000000231339.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:49.215 ]sampleid: 000000231508.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:50.175 ]sampleid: 000000231527.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:51.142 ]sampleid: 000000231549.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:52.107 ]sampleid: 000000231580.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:53. 63 ]sampleid: 000000231747.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:54.  7 ]sampleid: 000000231822.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:54.925 ]sampleid: 000000231831.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:55.891 ]sampleid: 000000231879.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:56.834 ]sampleid: 000000232088.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:57.789 ]sampleid: 000000232244.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:58.754 ]sampleid: 000000232348.jpg, result=true
[ AI-Rank-Log  4/ 8 18:20:59.718 ]sampleid: 000000232489.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 0.683 ]sampleid: 000000232538.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 1.636 ]sampleid: 000000232563.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 2.592 ]sampleid: 000000232646.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 3.556 ]sampleid: 000000232649.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 4.504 ]sampleid: 000000232684.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 5.475 ]sampleid: 000000232692.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 6.438 ]sampleid: 000000233033.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 7.396 ]sampleid: 000000233139.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 8.357 ]sampleid: 000000233238.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21: 9.313 ]sampleid: 000000233370.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21:10.283 ]sampleid: 000000233567.jpg, result=true
[ AI-Rank-Log  4/ 8 18:21:11.247 ]sampleid: 000000233727.jpg, result=true
