[ AI-Rank-Log  4/ 7 11:57:35.171 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 12: 2: 2.965 ]sampleid: 000000159399.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 3.303 ]sampleid: 000000159458.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 3.627 ]sampleid: 000000159684.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 3.953 ]sampleid: 000000159791.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 4.282 ]sampleid: 000000159977.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 4.605 ]sampleid: 000000160012.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 4.932 ]sampleid: 000000160556.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 5.233 ]sampleid: 000000160666.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 5.566 ]sampleid: 000000160728.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 5.900 ]sampleid: 000000160772.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 6.222 ]sampleid: 000000160864.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 6.544 ]sampleid: 000000161008.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 6.878 ]sampleid: 000000161032.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 7.194 ]sampleid: 000000161044.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 7.524 ]sampleid: 000000161128.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 7.851 ]sampleid: 000000161397.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 8.182 ]sampleid: 000000161609.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 8.511 ]sampleid: 000000161642.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 8.847 ]sampleid: 000000161781.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 9.184 ]sampleid: 000000161799.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 9.523 ]sampleid: 000000161820.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2: 9.852 ]sampleid: 000000161861.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:10.187 ]sampleid: 000000161875.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:10.516 ]sampleid: 000000161879.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:10.843 ]sampleid: 000000161925.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:11.162 ]sampleid: 000000161978.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:11.485 ]sampleid: 000000162035.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:11.827 ]sampleid: 000000162092.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:12.163 ]sampleid: 000000162130.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:12.484 ]sampleid: 000000162366.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:12.823 ]sampleid: 000000162415.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:13.149 ]sampleid: 000000162543.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:13.485 ]sampleid: 000000162581.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:13.822 ]sampleid: 000000162732.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:14.150 ]sampleid: 000000162858.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:14.473 ]sampleid: 000000163057.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:14.803 ]sampleid: 000000163117.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:15.130 ]sampleid: 000000163118.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:15.452 ]sampleid: 000000163155.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:15.785 ]sampleid: 000000163257.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:16.126 ]sampleid: 000000163258.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:16.465 ]sampleid: 000000163290.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:16.806 ]sampleid: 000000163314.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:17.145 ]sampleid: 000000163562.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:17.490 ]sampleid: 000000163611.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:17.828 ]sampleid: 000000163640.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:18.171 ]sampleid: 000000163682.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:18.520 ]sampleid: 000000163746.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:18.848 ]sampleid: 000000163951.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:19.190 ]sampleid: 000000164115.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:19.528 ]sampleid: 000000164363.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:19.866 ]sampleid: 000000164602.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:20.207 ]sampleid: 000000164637.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:20.548 ]sampleid: 000000164883.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:20.888 ]sampleid: 000000164885.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:21.224 ]sampleid: 000000164969.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:21.566 ]sampleid: 000000165039.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:21.904 ]sampleid: 000000165257.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:22.251 ]sampleid: 000000165336.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:22.592 ]sampleid: 000000165351.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:22.924 ]sampleid: 000000165500.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:23.266 ]sampleid: 000000165518.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:23.609 ]sampleid: 000000165681.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:23.940 ]sampleid: 000000165713.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:24.276 ]sampleid: 000000165831.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:24.616 ]sampleid: 000000166165.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:24.949 ]sampleid: 000000166166.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:25.284 ]sampleid: 000000166259.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:25.626 ]sampleid: 000000166277.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:25.975 ]sampleid: 000000166287.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:26.316 ]sampleid: 000000166391.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:26.652 ]sampleid: 000000166426.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:26.990 ]sampleid: 000000166478.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:27.323 ]sampleid: 000000166509.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:27.657 ]sampleid: 000000166521.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:27.991 ]sampleid: 000000166563.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:28.315 ]sampleid: 000000166642.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:28.652 ]sampleid: 000000166664.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:28.992 ]sampleid: 000000166747.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:29.310 ]sampleid: 000000166768.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:29.664 ]sampleid: 000000166918.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:30.  8 ]sampleid: 000000167067.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:30.355 ]sampleid: 000000167122.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:30.702 ]sampleid: 000000167128.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:31. 31 ]sampleid: 000000167159.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:31.373 ]sampleid: 000000167240.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:31.712 ]sampleid: 000000167353.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:32. 55 ]sampleid: 000000167486.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:32.394 ]sampleid: 000000167540.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:32.741 ]sampleid: 000000167572.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:33. 78 ]sampleid: 000000167898.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:33.422 ]sampleid: 000000167902.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:33.765 ]sampleid: 000000168330.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:34.112 ]sampleid: 000000168337.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:34.432 ]sampleid: 000000168458.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:34.761 ]sampleid: 000000168593.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:35.105 ]sampleid: 000000168619.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:35.455 ]sampleid: 000000168883.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:35.796 ]sampleid: 000000168974.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:36.145 ]sampleid: 000000169076.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:36.504 ]sampleid: 000000169169.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:36.858 ]sampleid: 000000169356.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:37.204 ]sampleid: 000000169996.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:37.550 ]sampleid: 000000170099.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:37.898 ]sampleid: 000000170116.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:38.224 ]sampleid: 000000170191.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:38.567 ]sampleid: 000000170278.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:38.916 ]sampleid: 000000170474.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:39.263 ]sampleid: 000000170545.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:39.604 ]sampleid: 000000170595.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:39.955 ]sampleid: 000000170613.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:40.305 ]sampleid: 000000170670.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:40.662 ]sampleid: 000000170739.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:41.  5 ]sampleid: 000000170893.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:41.363 ]sampleid: 000000170955.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:41.710 ]sampleid: 000000171050.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:42. 51 ]sampleid: 000000171190.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:42.385 ]sampleid: 000000171298.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:42.745 ]sampleid: 000000171382.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:43.103 ]sampleid: 000000171611.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:43.452 ]sampleid: 000000171740.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:43.791 ]sampleid: 000000171757.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:44.124 ]sampleid: 000000171788.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:44.476 ]sampleid: 000000172083.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:44.830 ]sampleid: 000000172330.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:45.174 ]sampleid: 000000172396.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:45.530 ]sampleid: 000000172547.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:45.885 ]sampleid: 000000172571.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:46.244 ]sampleid: 000000172595.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:46.604 ]sampleid: 000000172617.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:46.971 ]sampleid: 000000172648.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:47.311 ]sampleid: 000000172649.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:47.642 ]sampleid: 000000172856.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:47.989 ]sampleid: 000000172877.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:48.331 ]sampleid: 000000172935.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:48.672 ]sampleid: 000000172946.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:49. 31 ]sampleid: 000000172977.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:49.367 ]sampleid: 000000173004.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:49.725 ]sampleid: 000000173008.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:50. 88 ]sampleid: 000000173033.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:50.451 ]sampleid: 000000173044.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:50.823 ]sampleid: 000000173057.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:51.172 ]sampleid: 000000173091.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:51.530 ]sampleid: 000000173183.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:51.878 ]sampleid: 000000173302.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:52.232 ]sampleid: 000000173371.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:52.591 ]sampleid: 000000173383.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:52.961 ]sampleid: 000000173799.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:53.312 ]sampleid: 000000173830.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:53.681 ]sampleid: 000000174004.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:54. 30 ]sampleid: 000000174018.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:54.367 ]sampleid: 000000174123.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:54.723 ]sampleid: 000000174231.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:55. 90 ]sampleid: 000000174371.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:55.447 ]sampleid: 000000174482.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:55.807 ]sampleid: 000000175251.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:56.165 ]sampleid: 000000175364.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:56.526 ]sampleid: 000000175387.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:56.890 ]sampleid: 000000175438.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:57.232 ]sampleid: 000000175443.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:57.583 ]sampleid: 000000175535.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:57.937 ]sampleid: 000000176037.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:58.292 ]sampleid: 000000176232.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:58.656 ]sampleid: 000000176446.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:59. 26 ]sampleid: 000000176606.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:59.390 ]sampleid: 000000176634.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 2:59.739 ]sampleid: 000000176701.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 0. 97 ]sampleid: 000000176778.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 0.462 ]sampleid: 000000176799.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 0.825 ]sampleid: 000000176847.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 1.177 ]sampleid: 000000176857.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 1.435 ]sampleid: 000000176901.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 1.721 ]sampleid: 000000177015.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 1.999 ]sampleid: 000000177065.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 2.289 ]sampleid: 000000177213.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 2.579 ]sampleid: 000000177357.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 2.869 ]sampleid: 000000177383.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 3.159 ]sampleid: 000000177489.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 3.451 ]sampleid: 000000177539.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 3.739 ]sampleid: 000000177714.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 4. 34 ]sampleid: 000000177861.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 4.313 ]sampleid: 000000177893.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 4.602 ]sampleid: 000000177934.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 4.898 ]sampleid: 000000177935.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 5.185 ]sampleid: 000000178028.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 5.478 ]sampleid: 000000178469.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 5.770 ]sampleid: 000000178618.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 6. 59 ]sampleid: 000000178744.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 6.355 ]sampleid: 000000178982.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 6.639 ]sampleid: 000000179112.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 6.926 ]sampleid: 000000179141.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 7.221 ]sampleid: 000000179174.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 7.516 ]sampleid: 000000179214.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 7.793 ]sampleid: 000000179265.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 8. 75 ]sampleid: 000000179285.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 8.354 ]sampleid: 000000179392.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 8.646 ]sampleid: 000000179487.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 8.937 ]sampleid: 000000179642.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 9.224 ]sampleid: 000000179653.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 9.520 ]sampleid: 000000179765.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3: 9.801 ]sampleid: 000000179898.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:10.100 ]sampleid: 000000180011.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:10.399 ]sampleid: 000000180101.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:10.690 ]sampleid: 000000180135.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:10.980 ]sampleid: 000000180188.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:11.260 ]sampleid: 000000180296.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:11.559 ]sampleid: 000000180383.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:11.855 ]sampleid: 000000180487.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:12.136 ]sampleid: 000000180560.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:12.418 ]sampleid: 000000180751.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:12.699 ]sampleid: 000000180792.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:12.981 ]sampleid: 000000180798.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:13.278 ]sampleid: 000000180878.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:13.575 ]sampleid: 000000181303.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:13.858 ]sampleid: 000000181421.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:14.148 ]sampleid: 000000181499.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:14.444 ]sampleid: 000000181542.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:14.740 ]sampleid: 000000181666.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:15. 39 ]sampleid: 000000181753.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:15.340 ]sampleid: 000000181796.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:15.640 ]sampleid: 000000181816.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:15.940 ]sampleid: 000000181859.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:16.240 ]sampleid: 000000181969.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:16.524 ]sampleid: 000000182021.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:16.823 ]sampleid: 000000182155.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:17.120 ]sampleid: 000000182162.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:17.405 ]sampleid: 000000182202.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:17.705 ]sampleid: 000000182417.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:18.  4 ]sampleid: 000000182441.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:18.307 ]sampleid: 000000182611.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:18.612 ]sampleid: 000000182805.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:18.913 ]sampleid: 000000182923.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:19.215 ]sampleid: 000000183049.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:19.503 ]sampleid: 000000183104.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:19.805 ]sampleid: 000000183127.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:20.110 ]sampleid: 000000183246.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:20.419 ]sampleid: 000000183391.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:20.734 ]sampleid: 000000183437.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:21. 35 ]sampleid: 000000183500.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:21.333 ]sampleid: 000000183648.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:21.637 ]sampleid: 000000183675.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:21.938 ]sampleid: 000000183709.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:22.240 ]sampleid: 000000183716.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:22.548 ]sampleid: 000000183965.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:22.859 ]sampleid: 000000184321.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:23.166 ]sampleid: 000000184324.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:23.474 ]sampleid: 000000184338.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:23.767 ]sampleid: 000000184384.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:24. 58 ]sampleid: 000000184400.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:24.341 ]sampleid: 000000184611.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:24.659 ]sampleid: 000000184762.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:24.959 ]sampleid: 000000184791.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:25.251 ]sampleid: 000000184978.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:25.550 ]sampleid: 000000185157.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:25.852 ]sampleid: 000000185250.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:26.152 ]sampleid: 000000185292.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:26.458 ]sampleid: 000000185409.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:26.766 ]sampleid: 000000185472.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:27. 68 ]sampleid: 000000185473.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:27.367 ]sampleid: 000000185599.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:27.672 ]sampleid: 000000185802.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:27.974 ]sampleid: 000000185890.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:28.263 ]sampleid: 000000185950.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:28.569 ]sampleid: 000000186042.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:28.875 ]sampleid: 000000186282.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:29.171 ]sampleid: 000000186296.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:29.473 ]sampleid: 000000186345.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:29.778 ]sampleid: 000000186422.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:30. 81 ]sampleid: 000000186449.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:30.387 ]sampleid: 000000186624.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:30.693 ]sampleid: 000000186632.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:30.999 ]sampleid: 000000186637.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:31.308 ]sampleid: 000000186873.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:31.607 ]sampleid: 000000186929.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:31.916 ]sampleid: 000000186938.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:32.211 ]sampleid: 000000186980.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:32.518 ]sampleid: 000000187055.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:32.819 ]sampleid: 000000187144.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:33.124 ]sampleid: 000000187236.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:33.433 ]sampleid: 000000187243.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:33.747 ]sampleid: 000000187249.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:34. 56 ]sampleid: 000000187271.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:34.354 ]sampleid: 000000187362.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:34.654 ]sampleid: 000000187513.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:34.968 ]sampleid: 000000187585.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:35.288 ]sampleid: 000000187734.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:35.610 ]sampleid: 000000187745.jpg, result=true
[ AI-Rank-Log  4/ 7 12: 3:35.919 ]sampleid: 000000187990.jpg, result=true
