[ AI-Rank-Log  4/ 7 14:29:16.191 ]load_data, checksum: 442b8da7639aecaf257c1dceb8ba8c8
[ AI-Rank-Log  4/ 7 14:34:54.396 ]sampleid: 000000180487.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:54.764 ]sampleid: 000000180560.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:55.131 ]sampleid: 000000180751.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:55.496 ]sampleid: 000000180792.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:55.863 ]sampleid: 000000180798.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:56.230 ]sampleid: 000000180878.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:56.602 ]sampleid: 000000181303.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:56.972 ]sampleid: 000000181421.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:57.344 ]sampleid: 000000181499.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:57.722 ]sampleid: 000000181542.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:58. 93 ]sampleid: 000000181666.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:58.462 ]sampleid: 000000181753.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:58.835 ]sampleid: 000000181796.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:59.210 ]sampleid: 000000181816.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:59.581 ]sampleid: 000000181859.jpg, result=true
[ AI-Rank-Log  4/ 7 14:34:59.960 ]sampleid: 000000181969.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 0.335 ]sampleid: 000000182021.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 0.708 ]sampleid: 000000182155.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 1. 84 ]sampleid: 000000182162.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 1.456 ]sampleid: 000000182202.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 1.831 ]sampleid: 000000182417.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 2.205 ]sampleid: 000000182441.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 2.580 ]sampleid: 000000182611.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 2.953 ]sampleid: 000000182805.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 3.326 ]sampleid: 000000182923.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 3.700 ]sampleid: 000000183049.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 4. 77 ]sampleid: 000000183104.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 4.456 ]sampleid: 000000183127.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 4.831 ]sampleid: 000000183246.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 5.209 ]sampleid: 000000183391.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 5.586 ]sampleid: 000000183437.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 5.965 ]sampleid: 000000183500.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 6.346 ]sampleid: 000000183648.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 6.724 ]sampleid: 000000183675.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 7.102 ]sampleid: 000000183709.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 7.479 ]sampleid: 000000183716.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 7.861 ]sampleid: 000000183965.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 8.244 ]sampleid: 000000184321.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 8.625 ]sampleid: 000000184324.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 9.  5 ]sampleid: 000000184338.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 9.387 ]sampleid: 000000184384.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35: 9.768 ]sampleid: 000000184400.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:10.150 ]sampleid: 000000184611.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:10.526 ]sampleid: 000000184762.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:10.905 ]sampleid: 000000184791.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:11.289 ]sampleid: 000000184978.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:11.665 ]sampleid: 000000185157.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:12. 45 ]sampleid: 000000185250.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:12.423 ]sampleid: 000000185292.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:12.808 ]sampleid: 000000185409.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:13.188 ]sampleid: 000000185472.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:13.570 ]sampleid: 000000185473.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:13.951 ]sampleid: 000000185599.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:14.338 ]sampleid: 000000185802.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:14.721 ]sampleid: 000000185890.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:15.101 ]sampleid: 000000185950.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:15.484 ]sampleid: 000000186042.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:15.864 ]sampleid: 000000186282.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:16.245 ]sampleid: 000000186296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:16.624 ]sampleid: 000000186345.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:17.  8 ]sampleid: 000000186422.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:17.396 ]sampleid: 000000186449.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:17.782 ]sampleid: 000000186624.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:18.168 ]sampleid: 000000186632.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:18.556 ]sampleid: 000000186637.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:18.944 ]sampleid: 000000186873.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:19.323 ]sampleid: 000000186929.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:19.706 ]sampleid: 000000186938.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:20. 98 ]sampleid: 000000186980.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:20.481 ]sampleid: 000000187055.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:20.868 ]sampleid: 000000187144.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:21.254 ]sampleid: 000000187236.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:21.644 ]sampleid: 000000187243.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:22. 31 ]sampleid: 000000187249.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:22.422 ]sampleid: 000000187271.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:22.810 ]sampleid: 000000187362.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:23.196 ]sampleid: 000000187513.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:23.584 ]sampleid: 000000187585.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:23.973 ]sampleid: 000000187734.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:24.363 ]sampleid: 000000187745.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:24.744 ]sampleid: 000000187990.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:25.132 ]sampleid: 000000188296.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:25.522 ]sampleid: 000000188439.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:25.914 ]sampleid: 000000188465.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:26.305 ]sampleid: 000000188592.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:26.686 ]sampleid: 000000188689.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:27. 74 ]sampleid: 000000188906.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:27.459 ]sampleid: 000000189078.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:27.843 ]sampleid: 000000189213.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:28.231 ]sampleid: 000000189226.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:28.624 ]sampleid: 000000189310.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:29. 20 ]sampleid: 000000189436.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:29.415 ]sampleid: 000000189451.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:29.803 ]sampleid: 000000189475.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:30.193 ]sampleid: 000000189698.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:30.587 ]sampleid: 000000189752.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:30.982 ]sampleid: 000000189775.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:31.374 ]sampleid: 000000189806.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:31.767 ]sampleid: 000000189820.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:32.159 ]sampleid: 000000189828.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:32.555 ]sampleid: 000000190007.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:32.949 ]sampleid: 000000190140.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:33.343 ]sampleid: 000000190236.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:33.739 ]sampleid: 000000190307.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:34.125 ]sampleid: 000000190637.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:34.523 ]sampleid: 000000190648.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:34.915 ]sampleid: 000000190676.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:35.308 ]sampleid: 000000190753.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:35.705 ]sampleid: 000000190756.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:36.104 ]sampleid: 000000190841.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:36.496 ]sampleid: 000000190853.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:36.891 ]sampleid: 000000190923.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:37.284 ]sampleid: 000000191013.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:37.681 ]sampleid: 000000191288.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:38. 81 ]sampleid: 000000191471.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:38.478 ]sampleid: 000000191580.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:38.872 ]sampleid: 000000191614.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:39.269 ]sampleid: 000000191672.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:39.662 ]sampleid: 000000191761.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:40. 61 ]sampleid: 000000191845.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:40.460 ]sampleid: 000000192047.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:40.857 ]sampleid: 000000192191.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:41.260 ]sampleid: 000000192607.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:41.660 ]sampleid: 000000192670.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:42. 59 ]sampleid: 000000192699.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:42.458 ]sampleid: 000000192716.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:42.851 ]sampleid: 000000192871.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:43.245 ]sampleid: 000000192904.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:43.644 ]sampleid: 000000192964.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:44. 43 ]sampleid: 000000193162.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:44.441 ]sampleid: 000000193181.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:44.835 ]sampleid: 000000193245.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:45.225 ]sampleid: 000000193348.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:45.620 ]sampleid: 000000193429.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:46. 17 ]sampleid: 000000193494.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:46.420 ]sampleid: 000000193674.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:46.821 ]sampleid: 000000193717.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:47.217 ]sampleid: 000000193743.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:47.621 ]sampleid: 000000193884.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:48. 19 ]sampleid: 000000193926.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:48.416 ]sampleid: 000000194216.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:48.817 ]sampleid: 000000194471.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:49.220 ]sampleid: 000000194506.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:49.620 ]sampleid: 000000194716.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:50. 20 ]sampleid: 000000194724.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:50.417 ]sampleid: 000000194746.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:50.821 ]sampleid: 000000194832.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:51.228 ]sampleid: 000000194875.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:51.627 ]sampleid: 000000194940.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:52. 32 ]sampleid: 000000195045.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:52.440 ]sampleid: 000000195165.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:52.844 ]sampleid: 000000195754.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:53.248 ]sampleid: 000000195842.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:53.650 ]sampleid: 000000195918.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:54. 51 ]sampleid: 000000196009.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:54.456 ]sampleid: 000000196141.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:54.862 ]sampleid: 000000196185.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:55.262 ]sampleid: 000000196442.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:55.664 ]sampleid: 000000196754.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:56. 69 ]sampleid: 000000196759.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:56.481 ]sampleid: 000000196843.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:56.886 ]sampleid: 000000197004.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:57.296 ]sampleid: 000000197022.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:57.704 ]sampleid: 000000197388.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:58.110 ]sampleid: 000000197528.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:58.520 ]sampleid: 000000197658.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:58.928 ]sampleid: 000000197796.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:59.335 ]sampleid: 000000197870.jpg, result=true
[ AI-Rank-Log  4/ 7 14:35:59.746 ]sampleid: 000000198489.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 0.157 ]sampleid: 000000198510.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 0.566 ]sampleid: 000000198641.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 0.977 ]sampleid: 000000198805.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 1.385 ]sampleid: 000000198915.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 1.788 ]sampleid: 000000198928.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 2.196 ]sampleid: 000000198960.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 2.602 ]sampleid: 000000199055.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 3.  6 ]sampleid: 000000199236.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 3.414 ]sampleid: 000000199310.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 3.822 ]sampleid: 000000199395.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 4.230 ]sampleid: 000000199442.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 4.637 ]sampleid: 000000199551.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 5. 47 ]sampleid: 000000199681.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 5.456 ]sampleid: 000000199771.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 5.863 ]sampleid: 000000199977.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 6.271 ]sampleid: 000000200152.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 6.684 ]sampleid: 000000200162.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 7. 85 ]sampleid: 000000200252.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 7.496 ]sampleid: 000000200421.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 7.908 ]sampleid: 000000200667.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 8.320 ]sampleid: 000000200839.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 8.728 ]sampleid: 000000200961.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 9.137 ]sampleid: 000000201025.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 9.545 ]sampleid: 000000201072.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36: 9.956 ]sampleid: 000000201148.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:10.363 ]sampleid: 000000201418.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:10.780 ]sampleid: 000000201426.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:11.190 ]sampleid: 000000201646.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:11.606 ]sampleid: 000000201676.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:12. 15 ]sampleid: 000000201775.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:12.422 ]sampleid: 000000201934.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:12.836 ]sampleid: 000000202001.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:13.248 ]sampleid: 000000202228.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:13.665 ]sampleid: 000000202339.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:14. 80 ]sampleid: 000000202445.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:14.490 ]sampleid: 000000203095.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:14.904 ]sampleid: 000000203294.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:15.312 ]sampleid: 000000203317.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:15.722 ]sampleid: 000000203389.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:16.136 ]sampleid: 000000203488.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:16.547 ]sampleid: 000000203546.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:16.959 ]sampleid: 000000203580.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:17.362 ]sampleid: 000000203629.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:17.775 ]sampleid: 000000203639.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:18.189 ]sampleid: 000000203864.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:18.598 ]sampleid: 000000203931.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:19. 16 ]sampleid: 000000204186.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:19.424 ]sampleid: 000000204329.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:19.836 ]sampleid: 000000204871.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:20.245 ]sampleid: 000000205105.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:20.657 ]sampleid: 000000205282.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:21. 67 ]sampleid: 000000205289.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:21.480 ]sampleid: 000000205324.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:21.884 ]sampleid: 000000205333.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:22.297 ]sampleid: 000000205401.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:22.708 ]sampleid: 000000205514.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:23.120 ]sampleid: 000000205542.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:23.526 ]sampleid: 000000205647.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:23.941 ]sampleid: 000000205776.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:24.353 ]sampleid: 000000205834.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:24.766 ]sampleid: 000000206025.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:25.181 ]sampleid: 000000206027.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:25.592 ]sampleid: 000000206135.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:26.  3 ]sampleid: 000000206218.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:26.410 ]sampleid: 000000206271.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:26.822 ]sampleid: 000000206411.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:27.237 ]sampleid: 000000206487.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:27.646 ]sampleid: 000000206579.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:28. 57 ]sampleid: 000000206831.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:28.476 ]sampleid: 000000206838.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:28.897 ]sampleid: 000000206994.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:29.306 ]sampleid: 000000207306.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:29.714 ]sampleid: 000000207538.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:30.135 ]sampleid: 000000207585.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:30.547 ]sampleid: 000000207728.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:30.964 ]sampleid: 000000207844.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:31.380 ]sampleid: 000000208208.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:31.800 ]sampleid: 000000208363.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:32.216 ]sampleid: 000000208423.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:32.628 ]sampleid: 000000208901.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:33. 46 ]sampleid: 000000209142.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:33.463 ]sampleid: 000000209222.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:33.880 ]sampleid: 000000209530.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:34.302 ]sampleid: 000000209613.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:34.713 ]sampleid: 000000209747.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:35.127 ]sampleid: 000000209753.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:35.542 ]sampleid: 000000209757.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:35.959 ]sampleid: 000000209829.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:36.378 ]sampleid: 000000209972.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:36.793 ]sampleid: 000000210030.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:37.215 ]sampleid: 000000210032.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:37.640 ]sampleid: 000000210099.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:38. 62 ]sampleid: 000000210230.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:38.482 ]sampleid: 000000210273.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:38.906 ]sampleid: 000000210299.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:39.326 ]sampleid: 000000210388.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:39.748 ]sampleid: 000000210394.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:40.167 ]sampleid: 000000210502.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:40.585 ]sampleid: 000000210520.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:41.  2 ]sampleid: 000000210708.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:41.418 ]sampleid: 000000210789.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:41.841 ]sampleid: 000000210855.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:42.263 ]sampleid: 000000210915.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:42.681 ]sampleid: 000000211042.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:43.104 ]sampleid: 000000211069.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:43.525 ]sampleid: 000000211120.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:43.943 ]sampleid: 000000211674.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:44.367 ]sampleid: 000000211825.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:44.783 ]sampleid: 000000212072.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:45.203 ]sampleid: 000000212166.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:45.620 ]sampleid: 000000212226.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:46. 45 ]sampleid: 000000212453.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:46.475 ]sampleid: 000000212559.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:46.904 ]sampleid: 000000212573.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:47.327 ]sampleid: 000000212800.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:47.755 ]sampleid: 000000212895.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:48.182 ]sampleid: 000000213033.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:48.605 ]sampleid: 000000213035.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:49. 23 ]sampleid: 000000213086.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:49.444 ]sampleid: 000000213171.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:49.871 ]sampleid: 000000213224.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:50.296 ]sampleid: 000000213255.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:50.719 ]sampleid: 000000213422.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:51.144 ]sampleid: 000000213445.jpg, result=true
[ AI-Rank-Log  4/ 7 14:36:51.569 ]sampleid: 000000213547.jpg, result=true
