AI-Rank-log 1617000154.2617233 load_data, checksum:xxx
AI-Rank-log 1617000361.941744 total_accuracy:0.33322495222091675, total_samples_cnt:49216
AI-Rank-log 1617000362.1144588 total_accuracy:0.33300843834877014, total_samples_cnt:49248
AI-Rank-log 1617000362.2038615 total_accuracy:0.3348214328289032, total_samples_cnt:49280
AI-Rank-log 1617000362.4362578 total_accuracy:0.3346041440963745, total_samples_cnt:49312
AI-Rank-log 1617000362.526557 total_accuracy:0.3343871533870697, total_samples_cnt:49344
AI-Rank-log 1617000362.7014287 total_accuracy:0.336195707321167, total_samples_cnt:49376
AI-Rank-log 1617000362.7925746 total_accuracy:0.33800193667411804, total_samples_cnt:49408
AI-Rank-log 1617000362.9558916 total_accuracy:0.33778315782546997, total_samples_cnt:49440
AI-Rank-log 1617000363.04636 total_accuracy:0.3375646770000458, total_samples_cnt:49472
AI-Rank-log 1617000363.214789 total_accuracy:0.33734649419784546, total_samples_cnt:49504
AI-Rank-log 1617000363.3038757 total_accuracy:0.33712854981422424, total_samples_cnt:49536
AI-Rank-log 1617000363.4723954 total_accuracy:0.3369109034538269, total_samples_cnt:49568
AI-Rank-log 1617000363.5626645 total_accuracy:0.33669355511665344, total_samples_cnt:49600
AI-Rank-log 1617000363.748158 total_accuracy:0.3364764451980591, total_samples_cnt:49632
AI-Rank-log 1617000363.8377006 total_accuracy:0.336259663105011, total_samples_cnt:49664
AI-Rank-log 1617000364.2232282 total_accuracy:0.3360431492328644, total_samples_cnt:49696
AI-Rank-log 1617000364.3127513 total_accuracy:0.33582690358161926, total_samples_cnt:49728
AI-Rank-log 1617000364.487085 total_accuracy:0.33561092615127563, total_samples_cnt:49760
AI-Rank-log 1617000364.5767386 total_accuracy:0.3353952467441559, total_samples_cnt:49792
AI-Rank-log 1617000364.7795582 total_accuracy:0.3351798355579376, total_samples_cnt:49824
AI-Rank-log 1617000364.8711638 total_accuracy:0.33496472239494324, total_samples_cnt:49856
AI-Rank-log 1617000365.06381 total_accuracy:0.33474984765052795, total_samples_cnt:49888
AI-Rank-log 1617000365.1706657 total_accuracy:0.3365384638309479, total_samples_cnt:49920
AI-Rank-log 1617000365.311823 total_accuracy:0.3363228738307953, total_samples_cnt:49952
AI-Rank-log 1617000365.4141335 total_accuracy:0.3361075520515442, total_samples_cnt:49984
AI-Rank-log 1617000365.7877564 total_accuracy:0.335999995470047, total_samples_cnt:50000
AI-Rank-log 1617000365.869028 avg_ips:238.2575311251814images/sec
AI-Rank-log 1617000365.869303 test_end
